row_id,text,current_text,context_text,speech_act,domain,group_id,recommended_split,source,review_status,review_confidence,review_notes,canonical_group_id,gold_include,previous_text,next_text,lifecycle_state,context_dependency,canonical_worthiness,temporal_role,gold_section,evidence_type,action_state,signals
ctx_011_02,Before Tuesday.,Before Tuesday.,"[PREVIOUS]
I'll update the campaign launch schedule.
[CURRENT]
Before Tuesday.
[NEXT]
Yes, that works.",contextual_curriculum,marketing,context_011_marketing,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_011,True,I'll update the campaign launch schedule.,"Yes, that works.",none,needs_previous,context_only,deadline_previous,action,action_commitment,not_action,deadline_or_sequence
ctx_011_03,"Yes, I'll take that.","Yes, I'll take that.","[PREVIOUS]
Could you update the campaign launch schedule?
[CURRENT]
Yes, I'll take that.
[NEXT]
Please finish by Tuesday.",contextual_curriculum,marketing,context_011_marketing,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_011,True,Could you update the campaign launch schedule?,Please finish by Tuesday.,active,accepts_previous,canonical_item,none,action,action_commitment,confirmed_action,
ctx_011_04,Mei will update the campaign launch schedule by Tuesday.,Mei will update the campaign launch schedule by Tuesday.,"[PREVIOUS]
The work is on the list.
[CURRENT]
Mei will update the campaign launch schedule by Tuesday.
[NEXT]
Let's move on.",contextual_curriculum,marketing,context_011_marketing,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_011,True,The work is on the list.,Let's move on.,active,standalone,canonical_item,deadline_current,action,action_commitment,confirmed_action,deadline_or_sequence
ctx_011_05,I completed the work to update the campaign launch schedule yesterday.,I completed the work to update the campaign launch schedule yesterday.,"[PREVIOUS]
Here is the status.
[CURRENT]
I completed the work to update the campaign launch schedule yesterday.
[NEXT]
Nothing remains open.",contextual_curriculum,marketing,context_011_marketing,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,Here is the status.,Nothing remains open.,completed,standalone,context_only,historical,,background_context,completed_history,
ctx_011_06,I might update the campaign launch schedule if capacity allows.,I might update the campaign launch schedule if capacity allows.,"[PREVIOUS]
We may need help.
[CURRENT]
I might update the campaign launch schedule if capacity allows.
[NEXT]
No action was agreed.",contextual_curriculum,marketing,context_011_marketing,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,We may need help.,No action was agreed.,tentative,needs_next,context_only,other,,background_context,not_action,
ctx_011_07,"Actually, another owner will update the campaign launch schedule instead.","Actually, another owner will update the campaign launch schedule instead.","[PREVIOUS]
Mei will update the campaign launch schedule.
[CURRENT]
Actually, another owner will update the campaign launch schedule instead.
[NEXT]
Use the new owner.",contextual_curriculum,marketing,context_011_marketing,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_011,True,Mei will update the campaign launch schedule.,Use the new owner.,superseded,modifies_previous,canonical_item,none,action,action_commitment,not_action,
ctx_011_08,Do not proceed with that action.,Do not proceed with that action.,"[PREVIOUS]
Please update the campaign launch schedule.
[CURRENT]
Do not proceed with that action.
[NEXT]
It is no longer required.",contextual_curriculum,marketing,context_011_marketing,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,Please update the campaign launch schedule.,It is no longer required.,inactive,modifies_previous,context_only,none,,background_context,not_action,
ctx_011_09,We agreed to move the regional campaign into September.,We agreed to move the regional campaign into September.,"[PREVIOUS]
We should choose an approach.
[CURRENT]
We agreed to move the regional campaign into September.
[NEXT]
That is the final position.",contextual_curriculum,marketing,context_011_marketing,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,DECISION_011,True,We should choose an approach.,That is the final position.,none,standalone,canonical_item,none,decision,decision_agreement,not_action,decision_language
ctx_011_10,Agreed.,Agreed.,"[PREVIOUS]
The proposal is to move the regional campaign into September.
[CURRENT]
Agreed.
[NEXT]
Let's use that approach.",contextual_curriculum,marketing,context_011_marketing,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,DECISION_011,True,The proposal is to move the regional campaign into September.,Let's use that approach.,none,accepts_previous,supporting_detail,none,decision,decision_agreement,not_action,decision_language
ctx_011_11,"Yes, that is the decision.","Yes, that is the decision.","[PREVIOUS]
We agreed to move the regional campaign into September.
[CURRENT]
Yes, that is the decision.
[NEXT]
Next topic.",contextual_curriculum,marketing,context_011_marketing,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,DECISION_011,True,We agreed to move the regional campaign into September.,Next topic.,none,needs_previous,duplicate_expression,none,decision,decision_agreement,not_action,decision_language
ctx_011_12,The team identified that creative approval may slip beyond the media booking date.,The team identified that creative approval may slip beyond the media booking date.,"[PREVIOUS]
We should review delivery exposure.
[CURRENT]
The team identified that creative approval may slip beyond the media booking date.
[NEXT]
The exposure remains open.",contextual_curriculum,marketing,context_011_marketing,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,RISK_011,True,We should review delivery exposure.,The exposure remains open.,active,standalone,canonical_item,none,risk,risk_dependency,not_action,risk_language
ctx_011_13,"Yes, we should monitor that.","Yes, we should monitor that.","[PREVIOUS]
The risk is that creative approval may slip beyond the media booking date.
[CURRENT]
Yes, we should monitor that.
[NEXT]
Add it to the register.",contextual_curriculum,marketing,context_011_marketing,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,RISK_011,True,The risk is that creative approval may slip beyond the media booking date.,Add it to the register.,active,accepts_previous,supporting_detail,none,risk,risk_dependency,not_action,risk_language
ctx_011_14,That exposure was closed last week.,That exposure was closed last week.,"[PREVIOUS]
We previously worried that creative approval may slip beyond the media booking date.
[CURRENT]
That exposure was closed last week.
[NEXT]
No monitoring is required.",contextual_curriculum,marketing,context_011_marketing,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,We previously worried that creative approval may slip beyond the media booking date.,No monitoring is required.,completed,modifies_previous,context_only,historical,,background_context,completed_history,
ctx_011_15,Can everyone see my screen?,Can everyone see my screen?,"[PREVIOUS]
The meeting is starting.
[CURRENT]
Can everyone see my screen?
[NEXT]
We will continue in a moment.",contextual_curriculum,marketing,context_011_marketing,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,The meeting is starting.,We will continue in a moment.,none,standalone,none,other,,background_context,not_action,
ctx_011_16,The marketing work remains in progress.,The marketing work remains in progress.,"[PREVIOUS]
We reviewed the background.
[CURRENT]
The marketing work remains in progress.
[NEXT]
No commitment was made.",contextual_curriculum,marketing,context_011_marketing,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,We reviewed the background.,No commitment was made.,none,standalone,supporting_detail,none,,background_context,not_action,
ctx_012_01,I'll update the weekend duty rota.,I'll update the weekend duty rota.,"[PREVIOUS]
We need someone to handle this.
[CURRENT]
I'll update the weekend duty rota.
[NEXT]
Can it be done by this afternoon?",contextual_curriculum,operations,context_012_operations,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_012,True,We need someone to handle this.,Can it be done by this afternoon?,active,needs_previous,canonical_item,none,action,action_commitment,confirmed_action,
ctx_012_02,Before this afternoon.,Before this afternoon.,"[PREVIOUS]
I'll update the weekend duty rota.
[CURRENT]
Before this afternoon.
[NEXT]
Yes, that works.",contextual_curriculum,operations,context_012_operations,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_012,True,I'll update the weekend duty rota.,"Yes, that works.",none,needs_previous,context_only,deadline_previous,action,action_commitment,not_action,deadline_or_sequence
ctx_012_03,"Yes, I'll take that.","Yes, I'll take that.","[PREVIOUS]
Could you update the weekend duty rota?
[CURRENT]
Yes, I'll take that.
[NEXT]
Please finish by this afternoon.",contextual_curriculum,operations,context_012_operations,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_012,True,Could you update the weekend duty rota?,Please finish by this afternoon.,active,accepts_previous,canonical_item,none,action,action_commitment,confirmed_action,
ctx_012_04,Declan will update the weekend duty rota by this afternoon.,Declan will update the weekend duty rota by this afternoon.,"[PREVIOUS]
The work is on the list.
[CURRENT]
Declan will update the weekend duty rota by this afternoon.
[NEXT]
Let's move on.",contextual_curriculum,operations,context_012_operations,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_012,True,The work is on the list.,Let's move on.,active,standalone,canonical_item,deadline_current,action,action_commitment,confirmed_action,deadline_or_sequence
ctx_012_05,I completed the work to update the weekend duty rota yesterday.,I completed the work to update the weekend duty rota yesterday.,"[PREVIOUS]
Here is the status.
[CURRENT]
I completed the work to update the weekend duty rota yesterday.
[NEXT]
Nothing remains open.",contextual_curriculum,operations,context_012_operations,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,Here is the status.,Nothing remains open.,completed,standalone,context_only,historical,,background_context,completed_history,
ctx_012_06,I might update the weekend duty rota if capacity allows.,I might update the weekend duty rota if capacity allows.,"[PREVIOUS]
We may need help.
[CURRENT]
I might update the weekend duty rota if capacity allows.
[NEXT]
No action was agreed.",contextual_curriculum,operations,context_012_operations,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,We may need help.,No action was agreed.,tentative,needs_next,context_only,other,,background_context,not_action,
ctx_012_07,"Actually, another owner will update the weekend duty rota instead.","Actually, another owner will update the weekend duty rota instead.","[PREVIOUS]
Declan will update the weekend duty rota.
[CURRENT]
Actually, another owner will update the weekend duty rota instead.
[NEXT]
Use the new owner.",contextual_curriculum,operations,context_012_operations,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_012,True,Declan will update the weekend duty rota.,Use the new owner.,superseded,modifies_previous,canonical_item,none,action,action_commitment,not_action,
ctx_012_08,Do not proceed with that action.,Do not proceed with that action.,"[PREVIOUS]
Please update the weekend duty rota.
[CURRENT]
Do not proceed with that action.
[NEXT]
It is no longer required.",contextual_curriculum,operations,context_012_operations,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,Please update the weekend duty rota.,It is no longer required.,inactive,modifies_previous,context_only,none,,background_context,not_action,
ctx_012_09,We agreed to keep weekend support within the internal team.,We agreed to keep weekend support within the internal team.,"[PREVIOUS]
We should choose an approach.
[CURRENT]
We agreed to keep weekend support within the internal team.
[NEXT]
That is the final position.",contextual_curriculum,operations,context_012_operations,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,DECISION_012,True,We should choose an approach.,That is the final position.,none,standalone,canonical_item,none,decision,decision_agreement,not_action,decision_language
ctx_012_10,Agreed.,Agreed.,"[PREVIOUS]
The proposal is to keep weekend support within the internal team.
[CURRENT]
Agreed.
[NEXT]
Let's use that approach.",contextual_curriculum,operations,context_012_operations,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,DECISION_012,True,The proposal is to keep weekend support within the internal team.,Let's use that approach.,none,accepts_previous,supporting_detail,none,decision,decision_agreement,not_action,decision_language
ctx_012_11,"Yes, that is the decision.","Yes, that is the decision.","[PREVIOUS]
We agreed to keep weekend support within the internal team.
[CURRENT]
Yes, that is the decision.
[NEXT]
Next topic.",contextual_curriculum,operations,context_012_operations,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,DECISION_012,True,We agreed to keep weekend support within the internal team.,Next topic.,none,needs_previous,duplicate_expression,none,decision,decision_agreement,not_action,decision_language
ctx_012_12,The team identified that insufficient weekend cover could delay incident response.,The team identified that insufficient weekend cover could delay incident response.,"[PREVIOUS]
We should review delivery exposure.
[CURRENT]
The team identified that insufficient weekend cover could delay incident response.
[NEXT]
The exposure remains open.",contextual_curriculum,operations,context_012_operations,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,RISK_012,True,We should review delivery exposure.,The exposure remains open.,active,standalone,canonical_item,none,risk,risk_dependency,not_action,risk_language
ctx_012_13,"Yes, we should monitor that.","Yes, we should monitor that.","[PREVIOUS]
The risk is that insufficient weekend cover could delay incident response.
[CURRENT]
Yes, we should monitor that.
[NEXT]
Add it to the register.",contextual_curriculum,operations,context_012_operations,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,RISK_012,True,The risk is that insufficient weekend cover could delay incident response.,Add it to the register.,active,accepts_previous,supporting_detail,none,risk,risk_dependency,not_action,risk_language
ctx_012_14,That exposure was closed last week.,That exposure was closed last week.,"[PREVIOUS]
We previously worried that insufficient weekend cover could delay incident response.
[CURRENT]
That exposure was closed last week.
[NEXT]
No monitoring is required.",contextual_curriculum,operations,context_012_operations,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,We previously worried that insufficient weekend cover could delay incident response.,No monitoring is required.,completed,modifies_previous,context_only,historical,,background_context,completed_history,
ctx_012_15,Can everyone see my screen?,Can everyone see my screen?,"[PREVIOUS]
The meeting is starting.
[CURRENT]
Can everyone see my screen?
[NEXT]
We will continue in a moment.",contextual_curriculum,operations,context_012_operations,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,The meeting is starting.,We will continue in a moment.,none,standalone,none,other,,background_context,not_action,
ctx_012_16,The operations work remains in progress.,The operations work remains in progress.,"[PREVIOUS]
We reviewed the background.
[CURRENT]
The operations work remains in progress.
[NEXT]
No commitment was made.",contextual_curriculum,operations,context_012_operations,test,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,We reviewed the background.,No commitment was made.,none,standalone,supporting_detail,none,,background_context,not_action,
ctx_013_01,I'll rewrite the account-permissions guide.,I'll rewrite the account-permissions guide.,"[PREVIOUS]
We need someone to handle this.
[CURRENT]
I'll rewrite the account-permissions guide.
[NEXT]
Can it be done by Friday?",contextual_curriculum,documentation,context_013_documentation,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_013,True,We need someone to handle this.,Can it be done by Friday?,active,needs_previous,canonical_item,none,action,action_commitment,confirmed_action,
ctx_013_02,Before Friday.,Before Friday.,"[PREVIOUS]
I'll rewrite the account-permissions guide.
[CURRENT]
Before Friday.
[NEXT]
Yes, that works.",contextual_curriculum,documentation,context_013_documentation,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_013,True,I'll rewrite the account-permissions guide.,"Yes, that works.",none,needs_previous,context_only,deadline_previous,action,action_commitment,not_action,deadline_or_sequence
ctx_013_03,"Yes, I'll take that.","Yes, I'll take that.","[PREVIOUS]
Could you rewrite the account-permissions guide?
[CURRENT]
Yes, I'll take that.
[NEXT]
Please finish by Friday.",contextual_curriculum,documentation,context_013_documentation,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_013,True,Could you rewrite the account-permissions guide?,Please finish by Friday.,active,accepts_previous,canonical_item,none,action,action_commitment,confirmed_action,
ctx_013_04,Nora will rewrite the account-permissions guide by Friday.,Nora will rewrite the account-permissions guide by Friday.,"[PREVIOUS]
The work is on the list.
[CURRENT]
Nora will rewrite the account-permissions guide by Friday.
[NEXT]
Let's move on.",contextual_curriculum,documentation,context_013_documentation,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_013,True,The work is on the list.,Let's move on.,active,standalone,canonical_item,deadline_current,action,action_commitment,confirmed_action,deadline_or_sequence
ctx_013_05,I completed the work to rewrite the account-permissions guide yesterday.,I completed the work to rewrite the account-permissions guide yesterday.,"[PREVIOUS]
Here is the status.
[CURRENT]
I completed the work to rewrite the account-permissions guide yesterday.
[NEXT]
Nothing remains open.",contextual_curriculum,documentation,context_013_documentation,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,Here is the status.,Nothing remains open.,completed,standalone,context_only,historical,,background_context,completed_history,
ctx_013_06,I might rewrite the account-permissions guide if capacity allows.,I might rewrite the account-permissions guide if capacity allows.,"[PREVIOUS]
We may need help.
[CURRENT]
I might rewrite the account-permissions guide if capacity allows.
[NEXT]
No action was agreed.",contextual_curriculum,documentation,context_013_documentation,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,We may need help.,No action was agreed.,tentative,needs_next,context_only,other,,background_context,not_action,
ctx_013_07,"Actually, another owner will rewrite the account-permissions guide instead.","Actually, another owner will rewrite the account-permissions guide instead.","[PREVIOUS]
Nora will rewrite the account-permissions guide.
[CURRENT]
Actually, another owner will rewrite the account-permissions guide instead.
[NEXT]
Use the new owner.",contextual_curriculum,documentation,context_013_documentation,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_013,True,Nora will rewrite the account-permissions guide.,Use the new owner.,superseded,modifies_previous,canonical_item,none,action,action_commitment,not_action,
ctx_013_08,Do not proceed with that action.,Do not proceed with that action.,"[PREVIOUS]
Please rewrite the account-permissions guide.
[CURRENT]
Do not proceed with that action.
[NEXT]
It is no longer required.",contextual_curriculum,documentation,context_013_documentation,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,Please rewrite the account-permissions guide.,It is no longer required.,inactive,modifies_previous,context_only,none,,background_context,not_action,
ctx_013_09,We agreed to publish one combined onboarding guide.,We agreed to publish one combined onboarding guide.,"[PREVIOUS]
We should choose an approach.
[CURRENT]
We agreed to publish one combined onboarding guide.
[NEXT]
That is the final position.",contextual_curriculum,documentation,context_013_documentation,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,DECISION_013,True,We should choose an approach.,That is the final position.,none,standalone,canonical_item,none,decision,decision_agreement,not_action,decision_language
ctx_013_10,Agreed.,Agreed.,"[PREVIOUS]
The proposal is to publish one combined onboarding guide.
[CURRENT]
Agreed.
[NEXT]
Let's use that approach.",contextual_curriculum,documentation,context_013_documentation,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,DECISION_013,True,The proposal is to publish one combined onboarding guide.,Let's use that approach.,none,accepts_previous,supporting_detail,none,decision,decision_agreement,not_action,decision_language
ctx_013_11,"Yes, that is the decision.","Yes, that is the decision.","[PREVIOUS]
We agreed to publish one combined onboarding guide.
[CURRENT]
Yes, that is the decision.
[NEXT]
Next topic.",contextual_curriculum,documentation,context_013_documentation,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,DECISION_013,True,We agreed to publish one combined onboarding guide.,Next topic.,none,needs_previous,duplicate_expression,none,decision,decision_agreement,not_action,decision_language
ctx_013_12,The team identified that ambiguous permissions guidance is increasing support demand.,The team identified that ambiguous permissions guidance is increasing support demand.,"[PREVIOUS]
We should review delivery exposure.
[CURRENT]
The team identified that ambiguous permissions guidance is increasing support demand.
[NEXT]
The exposure remains open.",contextual_curriculum,documentation,context_013_documentation,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,RISK_013,True,We should review delivery exposure.,The exposure remains open.,active,standalone,canonical_item,none,risk,risk_dependency,not_action,risk_language
ctx_013_13,"Yes, we should monitor that.","Yes, we should monitor that.","[PREVIOUS]
The risk is that ambiguous permissions guidance is increasing support demand.
[CURRENT]
Yes, we should monitor that.
[NEXT]
Add it to the register.",contextual_curriculum,documentation,context_013_documentation,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,RISK_013,True,The risk is that ambiguous permissions guidance is increasing support demand.,Add it to the register.,active,accepts_previous,supporting_detail,none,risk,risk_dependency,not_action,risk_language
ctx_013_14,That exposure was closed last week.,That exposure was closed last week.,"[PREVIOUS]
We previously worried that ambiguous permissions guidance is increasing support demand.
[CURRENT]
That exposure was closed last week.
[NEXT]
No monitoring is required.",contextual_curriculum,documentation,context_013_documentation,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,We previously worried that ambiguous permissions guidance is increasing support demand.,No monitoring is required.,completed,modifies_previous,context_only,historical,,background_context,completed_history,
ctx_013_15,Can everyone see my screen?,Can everyone see my screen?,"[PREVIOUS]
The meeting is starting.
[CURRENT]
Can everyone see my screen?
[NEXT]
We will continue in a moment.",contextual_curriculum,documentation,context_013_documentation,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,The meeting is starting.,We will continue in a moment.,none,standalone,none,other,,background_context,not_action,
ctx_013_16,The documentation work remains in progress.,The documentation work remains in progress.,"[PREVIOUS]
We reviewed the background.
[CURRENT]
The documentation work remains in progress.
[NEXT]
No commitment was made.",contextual_curriculum,documentation,context_013_documentation,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,We reviewed the background.,No commitment was made.,none,standalone,supporting_detail,none,,background_context,not_action,
ctx_014_01,I'll refresh the quarterly sales forecast.,I'll refresh the quarterly sales forecast.,"[PREVIOUS]
We need someone to handle this.
[CURRENT]
I'll refresh the quarterly sales forecast.
[NEXT]
Can it be done by Tuesday morning?",contextual_curriculum,analytics,context_014_analytics,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_014,True,We need someone to handle this.,Can it be done by Tuesday morning?,active,needs_previous,canonical_item,none,action,action_commitment,confirmed_action,
ctx_014_02,Before Tuesday morning.,Before Tuesday morning.,"[PREVIOUS]
I'll refresh the quarterly sales forecast.
[CURRENT]
Before Tuesday morning.
[NEXT]
Yes, that works.",contextual_curriculum,analytics,context_014_analytics,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_014,True,I'll refresh the quarterly sales forecast.,"Yes, that works.",none,needs_previous,context_only,deadline_previous,action,action_commitment,not_action,deadline_or_sequence
ctx_014_03,"Yes, I'll take that.","Yes, I'll take that.","[PREVIOUS]
Could you refresh the quarterly sales forecast?
[CURRENT]
Yes, I'll take that.
[NEXT]
Please finish by Tuesday morning.",contextual_curriculum,analytics,context_014_analytics,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_014,True,Could you refresh the quarterly sales forecast?,Please finish by Tuesday morning.,active,accepts_previous,canonical_item,none,action,action_commitment,confirmed_action,
ctx_014_04,Omar will refresh the quarterly sales forecast by Tuesday morning.,Omar will refresh the quarterly sales forecast by Tuesday morning.,"[PREVIOUS]
The work is on the list.
[CURRENT]
Omar will refresh the quarterly sales forecast by Tuesday morning.
[NEXT]
Let's move on.",contextual_curriculum,analytics,context_014_analytics,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_014,True,The work is on the list.,Let's move on.,active,standalone,canonical_item,deadline_current,action,action_commitment,confirmed_action,deadline_or_sequence
ctx_014_05,I completed the work to refresh the quarterly sales forecast yesterday.,I completed the work to refresh the quarterly sales forecast yesterday.,"[PREVIOUS]
Here is the status.
[CURRENT]
I completed the work to refresh the quarterly sales forecast yesterday.
[NEXT]
Nothing remains open.",contextual_curriculum,analytics,context_014_analytics,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,Here is the status.,Nothing remains open.,completed,standalone,context_only,historical,,background_context,completed_history,
ctx_014_06,I might refresh the quarterly sales forecast if capacity allows.,I might refresh the quarterly sales forecast if capacity allows.,"[PREVIOUS]
We may need help.
[CURRENT]
I might refresh the quarterly sales forecast if capacity allows.
[NEXT]
No action was agreed.",contextual_curriculum,analytics,context_014_analytics,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,We may need help.,No action was agreed.,tentative,needs_next,context_only,other,,background_context,not_action,
ctx_014_07,"Actually, another owner will refresh the quarterly sales forecast instead.","Actually, another owner will refresh the quarterly sales forecast instead.","[PREVIOUS]
Omar will refresh the quarterly sales forecast.
[CURRENT]
Actually, another owner will refresh the quarterly sales forecast instead.
[NEXT]
Use the new owner.",contextual_curriculum,analytics,context_014_analytics,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,ACTION_014,True,Omar will refresh the quarterly sales forecast.,Use the new owner.,superseded,modifies_previous,canonical_item,none,action,action_commitment,not_action,
ctx_014_08,Do not proceed with that action.,Do not proceed with that action.,"[PREVIOUS]
Please refresh the quarterly sales forecast.
[CURRENT]
Do not proceed with that action.
[NEXT]
It is no longer required.",contextual_curriculum,analytics,context_014_analytics,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,,False,Please refresh the quarterly sales forecast.,It is no longer required.,inactive,modifies_previous,context_only,none,,background_context,not_action,
ctx_014_09,We agreed to focus pipeline reviews on logistics and healthcare.,We agreed to focus pipeline reviews on logistics and healthcare.,"[PREVIOUS]
We should choose an approach.
[CURRENT]
We agreed to focus pipeline reviews on logistics and healthcare.
[NEXT]
That is the final position.",contextual_curriculum,analytics,context_014_analytics,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,DECISION_014,True,We should choose an approach.,That is the final position.,none,standalone,canonical_item,none,decision,decision_agreement,not_action,decision_language
ctx_014_10,Agreed.,Agreed.,"[PREVIOUS]
The proposal is to focus pipeline reviews on logistics and healthcare.
[CURRENT]
Agreed.
[NEXT]
Let's use that approach.",contextual_curriculum,analytics,context_014_analytics,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,DECISION_014,True,The proposal is to focus pipeline reviews on logistics and healthcare.,Let's use that approach.,none,accepts_previous,supporting_detail,none,decision,decision_agreement,not_action,decision_language
ctx_014_11,"Yes, that is the decision.","Yes, that is the decision.","[PREVIOUS]
We agreed to focus pipeline reviews on logistics and healthcare.
[CURRENT]
Yes, that is the decision.
[NEXT]
Next topic.",contextual_curriculum,analytics,context_014_analytics,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,DECISION_014,True,We agreed to focus pipeline reviews on logistics and healthcare.,Next topic.,none,needs_previous,duplicate_expression,none,decision,decision_agreement,not_action,decision_language
ctx_014_12,The team identified that two unqualified opportunities may distort the forecast.,The team identified that two unqualified opportunities may distort the forecast.,"[PREVIOUS]
We should review delivery exposure.
[CURRENT]
The team identified that two unqualified opportunities may distort the forecast.
[NEXT]
The exposure remains open.",contextual_curriculum,analytics,context_014_analytics,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,RISK_014,True,We should review delivery exposure.,The exposure remains open.,active,standalone,canonical_item,none,risk,risk_dependency,not_action,risk_language
ctx_014_13,"Yes, we should monitor that.","Yes, we should monitor that.","[PREVIOUS]
The risk is that two unqualified opportunities may distort the forecast.
[CURRENT]
Yes, we should monitor that.
[NEXT]
Add it to the register.",contextual_curriculum,analytics,context_014_analytics,train,ai_authored_canonical_error_curriculum_v1,human_approved,high,Human reviewed and approved for contextual-head training.,RISK_014,True,The risk is that two unqualified opportunities may distort the forecast.,Add it to the register.,active,accepts_previous,supporting_detail,none,risk,risk_dependency,not_action,risk_language
